CVE_ZM,ZM,CVE_MUN,MUN,POB,MC,CF,DIST_CC,PRM_TMUN,PRM_TMUNC,PRM_TOTROMUN,PEM_RMUN,PEM_TMUNC,PEM_ROTROMUN,PACNA,PACNPRIM,DMU,DZC-ZM,PZC-ZM,PNDUyOT,TIPO_MUN,AÑO
49,Zona metropolitana de Poza Rica,30124,Papantla,158599,0,0,11.4,91.4,6.4,2.1,95,1.6,3.4,*,64.9,50.9,1,1,1,3,2010
49,Zona metropolitana de Poza Rica,30131,Poza Rica,193311,1,1,0,95.1,1.5,3.4,76.1,11.8,12.2,*,98.8,70.7,1,1,1,1,2010
42,Zona metropolitana de Tampico,30133,Pueblo Viejo,55358,1,1,0,57.8,37.6,4.6,92.6,4.9,2.5,*,86.9,49.3,1,1,1,1,2010
50,Zona metropolitana de Orizaba,30135,Rafael Delgado,20245,1,1,0,51,40,9,86.8,9.6,3.6,*,72.2,44.5,1,1,1,1,2010
48,Zona metropolitana de Xalapa,30136,Rafael Lucio,7023,0,0,4.7,43.5,51.9,4.6,91.4,3.8,4.7,*,87.8,37.3,1,0,0,2,2010
50,Zona metropolitana de Orizaba,30138,Río Blanco,40634,1,1,0,46.3,46.1,7.5,63.1,31.9,4.9,*,98.9,72.6,1,1,1,1,2010
54,Zona metropolitana de Acayucan,30145,Soconusco,14395,1,1,0,41.8,43.1,15.1,87.4,5.4,7.1,*,91.5,40.7,1,0,0,1,2010
49,Zona metropolitana de Poza Rica,30175,Tihuatlán,89774,1,1,0,77.1,18.8,4.1,92.8,5.1,2,*,75.5,47.4,1,1,1,1,2010
48,Zona metropolitana de Xalapa,30182,Tlalnelhuayocan,16311,1,1,0,31.3,64.6,4.1,92.5,4.1,3.3,*,87.4,113.3,1,1,1,1,2010
50,Zona metropolitana de Orizaba,30185,Tlilapan,4879,0,0,0.3,51.1,40.4,8.5,81.7,11.6,6.7,*,86.1,28,1,1,1,2,2010
47,Zona metropolitana de Veracruz,30193,Veracruz,552156,1,1,0,95.4,2,2.6,84.9,4.9,10.2,*,97.7,111.6,1,1,1,1,2010
53,Zona metropolitana de Córdoba,30196,Yanga,17462,0,0,7.8,80.2,9.6,10.2,89,5.5,5.5,*,69.1,34.2,1,1,1,3,2010
51,Zona metropolitana de Minatitlán,30199,Zaragoza,10720,0,0,7.1,42.8,48.3,8.9,91.1,8,0.8,*,89,39.3,0,0,0,2,2010
52,Zona metropolitana de Coatzacoalcos,30206,Nanchital,27094,1,1,0,60.4,35.3,4.4,97.6,1.1,1.3,*,98.8,93.4,1,1,1,1,2010
55,Zona metropolitana de Mérida,31013,Conkal,9143,0,0,2.1,56.8,38.8,4.4,78.1,11.8,10.1,*,92.2,13.6,0,1,1,3,2010
55,Zona metropolitana de Mérida,31041,Kanasín,78709,1,1,0,37.8,59.2,3.1,93.4,3.9,2.7,*,98.3,51.7,0,1,1,1,2010
55,Zona metropolitana de Mérida,31050,Mérida,830732,1,1,0,97.1,0.4,2.5,81.9,5.9,12.2,*,99,59.4,0,1,1,1,2010
55,Zona metropolitana de Mérida,31100,Ucú,3469,0,0,1.8,62.5,34,3.5,89.6,5.3,5.1,*,79.7,9.6,0,1,1,3,2010
55,Zona metropolitana de Mérida,31101,Umán,50993,1,1,0,74.8,22.6,2.6,80.7,5.7,13.6,*,95.6,52.5,0,1,1,1,2010
56,Zona metropolitana de Zacatecas-Guadalupe,32017,Guadalupe,159991,1,1,0,82.3,10.7,7,90.3,5.2,4.5,*,94.5,85.8,1,1,1,1,2010
56,Zona metropolitana de Zacatecas-Guadalupe,32032,Morelos,11493,0,0,7.8,65.6,19.3,15.1,85.9,6.9,7.2,*,81.5,42.6,0,0,0,2,2010
56,Zona metropolitana de Zacatecas-Guadalupe,32056,Zacatecas,138176,1,1,0,89.6,5,5.4,76.6,9.6,13.8,*,97,94.1,1,1,1,1,2010
